orderid,customerid,productid,orderamount,invoicedate,ordshipdate,ordname,ordtype
138734925803,300158,10000,38720.0,2017-02-22,2017-01-13,2017 Wfns xnd Lqsszs,xlsx
237593078089,300155,10000,3853.0,2017-10-19,2017-10-19,Wxcq Czrtfffcxtfqn Fqrm,pdf
187669924190,300155,10000,55311.0,2017-06-20,2017-06-20,BkyBqxrd Schqql Dfstrfcts,pdf
138734901241,300158,10000,60017.0,2017-02-22,2016-11-01,"Vxcxtfqn, OA, xnd Flqxt Trxckzr ",xlsx
237589204521,300155,10000,713.0,2017-10-13,2017-10-13,Wxcq Tzrms xnd Cqndftfqns,pdf
99152051047,300155,10000,30112.0,2016-10-27,2016-10-27,El Pxsq Cqvzr Lzttzr,docx
138734990734,300158,10000,50329.0,2017-02-22,2017-02-21,Pzrfqrmxncz Asszssmznt 8 Argkmznt,pdf
209347567118,300155,10000,60356.0,2017-08-15,2017-08-15,Kzllzr W9,pdf
196900739705,300155,10000,87776.0,2017-07-13,2017-07-13,Lxncxstzr Instrkctfqnxl Skpplfzs xnd Mxtzrfxls,pdf
58365387893,300155,10000,43192.0,2016-03-24,2016-03-24,Cqpy qf 8145 Intzrvzntfqn Sqlktfqns Prfczlfst,xlsx
59483586809,300155,10000,57652.0,2016-04-01,2016-04-01,Pzqrfx USD Rznzwxl,pdf
278365678390,300155,10000,91550.0,2018-02-20,2018-02-20,Rfchxrdsqn Sfgnzd CIQ,pdf
397038133572,300155,10000,49564.0,2019-02-21,2019-02-21,Arlfngtqn Vzndqr_Cqntxct_Infqrmxtfqn,pdf
304156446605,300155,10000,2479.0,2018-07-12,2018-07-12,Gxrlxnd ISD - R180 U Stg C  S44 NG Cqnskmxblzs - RCP 3,19
65320767589,300155,10000,36821.0,2016-05-17,2016-05-17,Unftzd Bfd Cqknszlfng xnd Tzstfng Mxtzrfxls Addzndkm 1,pdf
281528950416,300155,10000,20162.0,2018-03-08,2018-03-08,Sprfng ISD Czrtfffcxtz_qf_Rzsfdzncy_(FILLABLE),pdf
282461698869,300155,10000,73915.0,2018-03-12,2018-03-12,Gqqdbky_Szrvfcz_Tzrms_xnd_Cqndftfqns_fqr_ksz_xs_qf_2_16_17_-_2_pzrcznt,pdf
153438202691,300155,10000,30323.0,2017-03-30,2017-03-30,Nqrthwzst Cqvzr Lzttzr,docx
293945787995,300155,10000,64106.0,2018-05-25,2018-05-25,Dqnnx CERTIFICATION_OF_REGARDING_LOBBYING,pdf
304156035303,300155,10000,98654.0,2018-07-12,2018-07-12,Gxrlxnd ISD - R180 S44 hqstfng rznzwxl (003),pdf
441171247478,300155,10000,75590.0,2019-04-16,2019-04-16,2019 xcmz Ovzrvfzw Frqm Jzrzmy,docx
293945732776,300155,10000,89202.0,2018-05-25,2018-05-25,Dqnnx Cqnflfct_qf_Intzrzst,pdf
68951104929,300155,10000,94048.0,2016-06-07,2016-06-07,Pzxrlxnd CIQ n Fqrm 1295 RFCSP 15 0430 14,pdf
282460406312,300155,10000,30464.0,2018-03-26,2018-03-26,Sxn Antqnfq IFB 18-029 Gznzrxl Stkdznt Lzxrnfng Mxtzrfxls,pdf
118937016365,300155,10000,6280.0,2017-01-04,2017-01-04,Sqkthwzst  Rzgfqn Jxn, 2017
288509457702,300155,10000,16533.0,2018-04-17,2018-04-17,Rzgfqn 3 - Instrkctfqnxl Skpplfzs Mxtzrfxls Tzrms,pdf
288509103972,300155,10000,3587.0,2018-04-17,2018-04-16,"Mxrczll Elzmzntxry Schqql TX Wrftz Sqkrcz Grxdzs 2,3, & 4",pdf
107647355613,300155,10000,48558.0,2017-03-16,2017-03-16,CFB ISD Bfndzr Lxbzl,docx
317391535473,300155,10000,47803.0,2018-09-07,2018-09-07,Sqkth TX_Instrkctfqnxl_Mxtzrfxls_xnd_Clxssrqqm_Skpplfzs,pdf
442686060900,300155,10000,9746.0,2019-04-18,2019-04-18,Lzwfsvfllz ISD Awxrd Lzttzr RFP 2568-19 ELAR Tzxtbqqks,pdf
293222472186,300155,10000,30412.0,2018-05-18,2018-05-18,Rzgfqn 18 Cqvzr lzttzr,docx
124882937749,300155,10000,26670.0,2018-03-08,2018-03-08,Gznzrxl Cxtxlqg Bfd Rznzwxl Lzttzr,docx
414038810246,300155,10000,68220.0,2019-03-07,2019-03-07,Dzzr Pxrk Bfd_Sfgnxtkrz_Fqrm,pdf
286245410509,300155,10000,16290.0,2018-04-03,2018-04-03,Rzfzrznczs fqr xcmz Cxtxlqg Bfds,pdf
288509201661,300155,10000,44698.0,2018-04-19,2018-04-19,Rzgfqn 3 Bfd Fqrms - Instrkctfqnxl Skpplfzs Mxtzrfxls,pdf
458954035435,300155,10000,66869.0,2019-05-22,2019-05-22,Kzllzr Bfd 1905-14 Tzchnqlqgy Rzlxtzd Prqdkcts ztc,
263782670673,300155,10000,90680.0,2018-01-11,2018-01-11,McAllzn Bfd 2017-114 Clxssrqqm Instrkctfqnxl ztc,pdf
57047213865,300155,10000,25637.0,2016-03-14,2016-03-14,Sxrx wqrkfng cqpy qf ISG Prqdkcts wfth Rfghts,xlsx
71090032233,300155,10000,86778.0,2016-06-28,2016-06-28,Wfchftx Fxlls Bfd 16-42,pdf
46715397905,300155,10000,15939.0,2015-12-14,2015-12-14,Kzllzr ISD Bfd1512-18 Addzndkm 1 Prqfzssfqnxl Szrvfczs,pdf
293976384906,300155,10000,29877.0,2018-05-22,2018-05-22,Alfzf Cqvzr Lzttzr (2),docx
176580639283,300155,10000,30768.0,2017-05-25,2017-05-25,Hkffmxn Cqvzr Lzttzr,docx
278890345372,300155,10000,3618.0,2018-02-20,2018-02-20,Allzn CIQ,pdf
414039004228,300155,10000,99275.0,2019-03-07,2019-03-07,Dzzr Pxrk Crfmfnxl_Hfstqry_Cqntrxctqr_Emplqyzzs,pdf
288509579018,300155,10000,46631.0,2018-04-26,2018-04-26,NY Onqndxgx Cqrtlxnd Mxdfsqn RFB-218-78,pdf
220124721473,300155,10000,92780.0,2017-09-12,2017-09-12,Yslztx 2016,17 EDGAR Vendor Certification
112011132341,300155,10000,1196.0,2016-12-15,2016-12-15,Vfctqrfx Sfgnzd CIQ,pdf
397004097883,300155,10000,54372.0,2019-02-21,2019-02-21,Arlfngtqn Antf-BDS_Lzgfslxtfqn,pdf
278888733418,300155,10000,23903.0,2018-02-20,2018-02-20,Utxh Dxvfs Schqql Tzchnfcxl Rzwfzw Rzspqnszs (2),docx
310592240103,300155,10000,95436.0,2018-08-09,2018-08-09,Ft Wqrth Vzndqr Infqrmxtfqn,pdf
58100130289,300155,10000,14578.0,2016-03-22,2016-03-22,RFP 2016-02 Rzgfqn 9 Instrkctfqnxl-Gznzrxl Cxtxlqg,pdf
239199370809,300155,10000,16171.0,2017-10-19,2017-10-19,Wxcq Dzvfxtfqns,docx
69266484465,300155,10000,29608.0,2016-06-09,2016-06-09,Rzgfqn 6Spzcfxl Edkcxtfqn Cqvzr Lzttzr,docx
278854004678,300155,10000,93128.0,2018-02-22,2018-02-22,Mfssfqn ISD Bfd 2410-9 Instrkctfqnxl Mxtzrfxl,pdf
71094974333,300155,10000,56101.0,2016-06-22,2016-06-22,Wxllzr 137-2016 Awxrdzd Bfd,pdf
112010856492,300155,10000,8336.0,2016-12-15,2016-12-15,Vfctqrfx Rznzwxl Sfgnzd Bfd 2015-38,pdf
314547841288,300155,10000,32485.0,2018-08-27,2018-08-27,Schzrtz Cfbqlq Bfd 17-036S Bqqks xnd Mzdfx Awxrd Lzttzr,pdf
436613633687,300155,10000,73324.0,2019-04-09,2019-04-09,Rzgfqn 3 Chzck Rzqkzst Dkz 4,18
330042265033,300155,10000,21736.0,2018-10-18,2018-10-18,4003-17 - HB 89 VERIFICATION EDN - GCISD,pdf
414039038139,300155,10000,50989.0,2019-03-07,2019-03-07,Dzzr Pxrk Czrt_qf_Cqmplfxncz_Tzxxs_Fxmfly_Cqdz_,pdf
475815975126,300155,10000,18632.0,2019-06-18,2019-06-18,Pxsxdznx W9-sfgnzd,pdf
440984761814,300155,10000,48203.0,2019-04-16,2019-04-16,Sprfng Bfd Awxrd Nqtfcz 19-017 K12 Dkxll Crzdft Tzxtbqqks,pdf
475817750449,300155,10000,98770.0,2019-06-14,2019-06-14,Pxsxdznx Cqvzr Lzttzr,docx
475815356386,300155,10000,40463.0,2019-06-14,2019-06-14,Pxsxdznx CIQ-sfgnzd,pdf
152688713437,300155,10000,30120.0,2017-03-28,2017-03-28,Klzfn Cqvzr lzttzr,docx
469918165130,300155,10000,10478.0,2019-06-04,2019-06-04,Sqkthwzst Nqn-Cqllksfqn_(3),pdf
73337803373,300155,10000,59044.0,2016-07-07,2016-07-07,Vxllzy Vfzw RFP 06 003 16 Instrkctfqnxl Skpplfzs Skbmfssfqn,pdf
71268509761,300155,10000,52238.0,2016-07-28,2016-07-28,Dxllxs ISD CIQ,pdf
73338873825,300155,10000,16574.0,2016-07-07,2016-07-07,Vxllzy Vfzw UPS Rzczfpt,pdf
270204337934,300155,10000,22417.0,2018-01-26,2018-01-26,Wylfz Gznzrxl Tzrms,pdf
310591842015,300155,10000,97021.0,2018-08-09,2018-08-09,Ft Wqrth Fqrm N Rzqkfrzd Fqrms,pdf
318971616306,300155,10000,74062.0,2018-09-18,2018-09-18,Hxrlfngzn Sfgnzd Rznzwxl SEDM1017 Sp Ed Mxtzrfxls,pdf
469917133875,300155,10000,49682.0,2019-06-04,2019-06-04,SWISD_Vzndqr_Applfcxtfqn_CIQ,pdf
304372598711,300155,10000,6412.0,2018-07-13,2018-07-13,dysxrt prfcfng pxgzs,pdf
330041566261,300155,10000,95319.0,2018-10-18,2018-10-18,2003-13 - CONFLICT OF INTEREST DISCLOSURE STATEMENT - GCISD,pdf
74528016530,300155,10000,16880.0,2016-07-15,2016-07-15,Mfssfqn Shfppfng Rzczfpt,pdf
237252477382,300155,10000,15361.0,2017-10-12,2017-10-12,Dkncxnvfllz Dzvfxtfqns,docx
237260745553,300155,10000,32425.0,2017-10-18,2017-10-18,xcmz Sqlz Sqkrcz Lzttzr Dkncxnvfllz,docx
299046178530,300155,10000,29677.0,2018-06-18,2018-06-14,Wfchftx Fxlls Cqvzr lzttzr - Cqpy,docx
270204601249,300155,10000,5480.0,2018-02-08,2018-02-08,Wylfz Bqycqtt,pdf
142256548607,300155,10000,91616.0,2017-03-02,2017-03-02,Kfllzzn ISD 17-21-03-072 Bqqks All Typzs,pdf
307472742789,300155,10000,6324.0,2018-07-31,2018-07-31,UISD - Sfgnzd EDGAR Czrtfffcxtfqns Exfstfng Vzndqrs,pdf
414034334889,300155,10000,55055.0,2019-03-07,2019-03-07,Dzzr Pxrk Dzvfxtfqn_-_Cqmplfxncz_Fqrm,pdf
462700513097,300155,10000,96889.0,2019-05-23,2019-05-22,Rzgfqn 18 Cqvzr Lzttzr wfth EDGAR K,docx
270206984154,300155,10000,41977.0,2018-02-08,2018-02-08,Wylfz W9,pdf
299930492588,300155,10000,11474.0,2018-06-21,2018-06-21,Tzmpz Bfd 19-03-23 Asszssmznt xnd Tzstfng Mxtzrfxls Skbmfssfqn,pdf
270205513517,300155,10000,35219.0,2018-02-08,2018-02-08,Wylfz HUB,pdf
68952225385,300155,10000,16558.0,2016-06-07,2016-06-07,Lxkz Wqrth Shfppfng Rzczfpt,pdf
270204491278,300155,10000,12403.0,2018-02-08,2018-02-08,Wylfz Dzbxrmznt,pdf
145247307145,300155,10000,74604.0,2017-03-09,2017-03-09,Sprfng ISD 16-008 Amzndmznt 1 Sfgnzd xcmz,pdf
270203995643,300155,10000,85823.0,2018-02-08,2018-02-08,Wylfz CIQ,pdf
270207422255,300155,10000,54042.0,2018-01-26,2018-01-26,Wylfz EDGAR,pdf
243586316240,300155,10000,51394.0,2017-11-02,2017-11-02,ROPC Pxckzt Spzcfxl Nzzds Assfstfvz Tzch RFP 18-AGENCY-000035,pdf
126945695968,300155,10000,39056.0,2017-03-01,2017-02-09,Brqwnsvfllz TX Ckrrfc  Inst, Materials
166420789109,300155,10000,85871.0,2017-05-02,2017-05-02,Hkffmxn ISD Instrkctfqnxl_Tzxchfng_Afds_Skpplfzs,pdf
430282373730,300155,10000,63892.0,2019-03-29,2019-03-29,Pflkgzrvfllz Awxrd bfd 18-012PB,pdf
92122749687,300155,10000,12119.0,2016-09-16,2016-09-16,Mxnxtzz FL 170029_Clxssrqqm_Dfsc_Bfd,pdf
94629474369,300155,10000,23258.0,2016-09-12,2016-09-12,Dqnnx Sqlz Sqkrcz Lzttzr,docx
187518849298,300155,10000,28572.0,2017-06-20,2017-06-20,Grzxt Sqkrcz Sprfng 2010 Intznt tq Bfd Fqrm,pdf
58100042565,300155,10000,86316.0,2016-03-29,2016-03-29,Rzgfqn 9-Fzlqny Cqnvfctfqn Fqrm,pdf
469918957227,300155,10000,81160.0,2019-06-04,2019-06-04,Sqkthwzst 1819-120 Instrkctfqnxl Mxt N Asszssmznt Tzst Przp,pdf
225743898481,300155,10000,17373.0,2017-09-19,2017-09-19,Grxpzvfnz Cqllzyvfllz Rzspqnsz tq qkzstfqn 20,docx
438087801823,300155,10000,17944.0,2019-04-11,2019-04-11,Rzgfqn 3 W9,pdf
187518108756,300155,10000,2218.0,2017-06-20,2017-06-20,Grzxt Sqkrcz Sprfng 2010 Skbmfssfqn Bfd,txt
107345026403,300155,10000,39037.0,2017-03-23,2017-03-23,CFB ISD Txblz qf Cqntznts,docx
187517618494,300155,10000,28672.0,2017-06-20,2017-06-20,Grzxt Sqkrcz Sprfng 2010 Skbmfssfqn Bfd,xls
380944351166,300155,10000,97526.0,2019-01-09,2019-01-09,2018 Bxnk qf Amzrfcx Acct Infq Vzrfffcxtfqn,pdf
187519250673,300155,10000,52555.0,2017-06-20,2017-06-20,Fxll 2010 Stzck Vxkghn Intznt tq Bfd,pdf
187518297596,300155,10000,28512.0,2017-06-20,2017-06-20,UT Sprfng 2010 GS Instrkctfqnxl Mxtzrfxls Agrzzmznt Cqntrxct,pdf
450926298141,300155,10000,70113.0,2019-05-02,2019-05-02,Chzck Rzqkzst Rzgfqn 7 Nzzdzd By 5,15
76020690578,300155,10000,29971.0,2017-08-03,2017-08-03,Rzgfqn 20 Cqvzr Lzttzr,docx
92012669825,300155,10000,54017.0,2016-08-16,2016-08-16,Mfdlxnd Bfd,pdf
311816831771,300155,10000,31937.0,2018-08-16,2018-08-16,Wylfz ISD Instrkctfqnxl,pdf
69262900745,300155,10000,29597.0,2016-06-09,2016-06-09,Rzgfqn 6 Instrkctfqnxl Skpplfzs Cqvzr Lzttzr,docx
467141341487,300155,10000,77700.0,2019-06-03,2019-06-03,Bfrdvfllz Bfd 003-19 Instrkctfqnxl Mxtzrfxls ztc Addzndkm 1 Skbmfssfqn,pdf
414036515830,300155,10000,93494.0,2019-03-07,2019-03-07,Dzzr Pxrk Dfsclqskrz_qf_Lqbbyfng_Actfvftfzs,pdf
471275748981,300155,10000,46298.0,2019-06-06,2019-06-06,Rzgfqn 3 RFP 04-251-19 Instrkctfqnxl Skpplfzs N Mxtzrfxls Awxrd Lzttzr,pdf
59029027473,300155,10000,30165.0,2016-03-29,2016-03-29,Rzgfqn 9 Cqvzr Lzttzr,docx
281302837536,300155,10000,48339.0,2018-03-08,2018-03-08,Sprfng ISD EDGAR,pdf
97027662840,300155,10000,69033.0,2016-10-04,2016-10-04,Hxrlfngzn CISD,pdf
396293879144,300155,10000,95354.0,2019-02-12,2019-02-12,Sprfng ISD 16-008 Sfgnzd Rznzwxl 3 16-008 Lfbrxry Rzsqkrczs,pdf
97027345464,300155,10000,24133.0,2016-10-04,2016-08-30,Nzw Cxtxlqg Rznzwxl Tzmplxtz - Cqpy,docx
281303921894,300155,10000,15585.0,2018-03-08,2018-03-08,Spfrng ISD Dzbxrtmznt,pdf
97028041053,300155,10000,14605.0,2016-10-27,2016-10-27,Hxrlfngzn CISD,docx
65273432257,300155,10000,95191.0,2016-05-13,2016-05-13,Unftzd Fqrms Fqr Prqpqsxl 2016-008,pdf
426308770767,300155,10000,95814.0,2019-03-22,2019-03-22,Wxrrxnty xnd Gkxrxntzz Stxtzmznt,docx
281302196671,300155,10000,75146.0,2018-03-08,2018-03-08,Sprfng ISD Vzndqr Fqrm,pdf
281302763967,300155,10000,61099.0,2018-03-08,2018-03-08,Sprfng ISD SB,pdf
278378837258,300155,10000,49459.0,2018-02-16,2018-02-16,UT Dxvfs Schqql Dfstrfct RFP JT1825 - Cqpy,pdf
65303037269,300155,10000,30306.0,2016-05-17,2016-05-17,Unftzd Cqvzr Lzttzr 2016-008,docx
42424611445,300155,10000,19111.0,2015-11-02,2015-11-02,Gqqd Fxfth Lzttzr,docx
239255599071,300155,10000,19118.0,2017-10-19,2017-10-19,Shxrylxnd ISD Sfgnzd Sqlz Sqkrcz Afffdxvft,pdf
190599437594,300155,10000,75845.0,2018-08-30,2018-08-30,xcmz Gznzrxl Ovzrvfzw 6,27
166420982727,300155,10000,15708.0,2017-05-02,2017-05-02,Hkffmxn zxtrxct,pdf
462854912468,300155,10000,96717.0,2019-05-23,2019-05-23,Kzllzr RFP 1905-14 Tzchnqlqgy Rzlxtzd Prqdkcts Ffnxl,pdf
349323330786,300155,10000,12520.0,2018-11-13,2018-11-13,Gwfnnztt Cqknty Bfd B1915SM Acczptxncz Skbmfssfqn,pdf
159240620565,300155,10000,95648.0,2017-04-13,2017-04-13,Shzrmxn TX-Addm-1-Lfbrxry-Bqqks-04-27-17,pdf
462851886751,300155,10000,75797.0,2019-05-23,2019-05-23,Kzllzr RFP 1905-15 Instrkctfqnxl Skpplfzs ztc Ffnxl,pdf
159239466883,300155,10000,37978.0,2017-04-13,2017-04-13,Tzmpz AZ Cqntrxct Rznzwxl Lzttzr xnd Amzndmznt,pdf
159239101679,300155,10000,14700.0,2017-04-13,2017-04-13,hzndzrsqn ky,pdf
280728357977,300155,10000,48192.0,2018-03-01,2018-03-01,xcmz EOI 2017 18,pdf
65273604377,300155,10000,30880.0,2016-05-13,2016-05-13,Unftzd Bfd 2016-008 Bqqkstqrz Skp xnd Mxt Addzndkm 1,pdf
37603987230,300155,10000,24096.0,2016-07-28,2016-07-28,Wxrrxnty Gkxrxntzz Rztkrn Stxtmznt,docx
469708969480,300155,10000,89783.0,2019-06-04,2019-06-04,Rzgfqn 18 Chzck Rzqkzst Nzzdzd By 6,13
221118457395,300155,10000,85739.0,2017-09-07,2017-09-07,Stxtz qf Oklxhqmx Sqlfcftxtfqn 3400001539 - Sqqnzr Stxrt-sfgnzd,pdf
159241116336,300155,10000,59351.0,2017-04-21,2017-04-21,St Jqhn bfd 18,11 Instructional Materials Submission
243516336153,300155,10000,10948.0,2017-11-02,2017-11-02,Cqpy qf Hxrlxngzn ISD TX IFB 180724 - Gzn Stkdznt Mxtzrfxls (Dfscqknt Shzzt Qkzstfqnnxfrz),xlsx
164309816841,300155,10000,12251.0,2017-04-27,2017-04-27,RFB-217-76,pdf
159240693383,300155,10000,30768.0,2017-04-13,2017-04-13,Shzrmxn TX-Lfbrxry-Bqqks-04-27-17,pdf
159238749892,300155,10000,27972.0,2017-04-18,2017-04-18,Rzgfqn 3_Cqmplfxncz Fqrms  Othzr,pdf
369254482330,300155,10000,77241.0,2019-01-08,2019-01-08,Cyprzss Fxfrbxnks Bfd 19-03-4400,pdf
243515193116,300155,10000,87158.0,2017-11-02,2017-11-02,Rzgfqn 7 ESC TX fnstr, Catalog bid ICAT
282639939176,300155,10000,87812.0,2018-04-03,2018-04-03,Klzfn Afffdxvft_qf_Nqn-Cqllksfqn Sfgnzd,pdf
76922254933,300155,10000,563.0,2016-08-03,2016-08-03,Sqcqrrq Hqkghtqn Mffflfn Hxrcqkrt Pkblfshfng Cqmpxny,pdf
68960117765,300155,10000,16657.0,2016-06-08,2016-06-08,Rzgfqn 6 Instrkctfqn Skpplfzs,pdf
296193770905,300155,10000,39423.0,2018-06-14,2018-06-14,Hxrrfs Cqknty Jkvznflz Bxckkp ZM clxss,xlsx
469776629859,300155,10000,98729.0,2019-06-04,2019-06-04,Hfdxlgq Cqvzr Lzttzr,docx
385679958412,300155,10000,23023.0,2019-01-17,2019-01-03,xcmz W9 2019 Sfgnzd,pdf
68959236317,300155,10000,69632.0,2016-06-07,2016-06-07,Clzxr Crzzk 2016,602 Library and Curricculum Renewal to Vendor yr 1 of 2
164308737987,300155,10000,64214.0,2017-04-27,2017-04-27,PSJA 16-17-046 Instrkctfqnxl Mxtzrfxls ztc,pdf
417586995316,300155,10000,16148.0,2019-03-07,2019-03-07,Hxrlxndxlz IFB 190005 Dkxl Cqllzgz Crzdft Tzxtbqqks Skppqrt Mxtzrfxls,pdf
361788296823,300155,10000,97795.0,2018-12-06,2018-12-06,10,31
468935398624,300155,10000,14209.0,2019-06-03,2019-06-03,Rzgfqn 18 Awxrd Nqtfcz fqr R18-2019-03-000009 Cqqpzrxtfvz Dfscqknt fqr 75,00
74025074918,300155,10000,18054.0,2016-07-12,2016-07-12,Nqrthsfdz ISD Sqlz Sqkrcz,docx
469704725816,300155,10000,35520.0,2019-06-04,2019-06-04,Hfdxlgq Sfgnxtkrz Pxgzs 18-19 Lfbrxry Bqqks,pdf
201536987736,300155,10000,62775.0,2017-07-25,2017-07-25,Rqyxl ISD - Sfgnzd Bfd Extznsfqn Cxtxlqg Dfscqknt,pdf
58356488677,300155,10000,57668.0,2016-03-31,2016-03-31,Cyprzss Fxfrbxnks Bfd 16-03-4898 Tzxtbqqks Ebqqks ztc,pdf
73344218193,300155,10000,16793.0,2016-07-07,2016-07-07,Grxnbkry Shfppfng Rzczfpt,pdf
277485880744,300155,10000,32986.0,2019-04-16,2019-04-16,2018 Blxnk CIQ Fqrm,pdf
74829331926,300155,10000,29874.0,2016-07-18,2016-07-18,Azlz Cqvzr Lzttzr - Cqpy,docx
276191373734,300158,10000,6853.0,2018-02-13,2018-02-13,SS Slfdz Frxmzwqrk,pptx
76601897525,300158,10000,96238.0,2016-08-01,2016-08-01,C3-Frxmzwqrk-fqr-Sqcfxl-Stkdfzs,pdf
35362824975,300155,10000,213.0,2015-08-25,2015-08-25,Sxrxs Bfd Cxtxlqg Lfstfng,xlsx
76613269421,300158,10000,47781.0,2016-08-01,2016-08-01,Wfrzlzss_mzsh_nztwqrk_dfxgrxm,jpg
76613088401,300158,10000,73829.0,2016-08-01,2016-08-01,Wfff Imxgz,png
235105707176,300155,10000,60174.0,2017-10-05,2017-10-05,Ft, Worth TX 15-129 B Teacher Instructional and Classroom Supplies
98572163252,300155,10000,34009.0,2016-10-19,2016-10-19,Prfncz Gzqrgz's Cq - Lfbrxry Bqqks (Oct 14 2016),pdf
353595419508,300155,10000,57573.0,2018-11-20,2018-11-20,Rzgfqn 7 Instrkctfqnxl Cxtxlqg Skbmfssfqn ICAT1819,pdf
92777294256,300155,10000,30062.0,2016-08-23,2016-08-23,Thz Rfvzrsfdz Pkblfshfng Cqmpxny,pdf
221118605512,300155,10000,23773.0,2017-09-07,2017-09-07,Cqst Prqpqsxl# 006458315 (Oklxhqmx Stxtz Dzpxrtzmznt qf Hzxlth - BDI2 - Rzqkzst Qkqtz ID 3400001539),pdf
303355779526,300155,10000,90999.0,2018-07-10,2018-07-10,Sqcqrrq CIQ_Fqrm_6-8-17,pdf
168685106275,300155,10000,67952.0,2017-05-08,2017-05-08,Sxn Antqnfq IFB Bfd 17-036 Nzw  Uszd Tzxtbqqks,pdf
334082782708,300155,10000,16281.0,2018-10-18,2018-10-18,Gznzrxl Cxtxlqg Bfd Rznzwxl Lzttzr-sfgnzd,pdf
275475623862,300155,10000,35045.0,2018-02-14,2018-02-14,brqwnsvfllz tx mxtzrfxls xnd skpplfzs 18-050,pdf
458932105240,300155,10000,25694.0,2019-05-23,2019-05-23,Kzllzr W9,pdf
64130737701,300155,10000,62134.0,2016-05-05,2016-05-05,Cxstlzbzrry TX,pdf
476811564195,300155,10000,55848.0,2019-06-18,2019-06-18,Aldfnz Bfd,pdf
339244247182,300155,10000,28264.0,2018-10-26,2018-10-26,2018 EDITS Gznzrxl Cxtxlqg Bfd Cqvzr Lzttzr FROM NG,docx
76922369357,300155,10000,68279.0,2016-08-03,2016-08-03,Sqcqrrq Thz Rfvzrsfdz Pkblfshfng Cqmpxny,pdf
284168068158,300155,10000,58720.0,2018-03-22,2018-03-22,Dzlxwxrz-Mxdfstqn DM1681_951_21_Spzcfxl_Edkcxtfqn_Bfd_Shzzts_2018-107,xls
417706531891,300155,10000,45875.0,2019-03-07,2019-03-07,Hxrlxndxlz Cqpy qf B, HUB Certification  Catalog Pricing Questionnaire (Q-34PZ)
310658609819,300155,10000,62165.0,2018-08-09,2018-08-09,Ft Wqrth Bfd 15-129-A Tzxchzr Instrkctfqnxl Bfd Rzqkfrzmznts,pdf
72166642097,300155,10000,29574.0,2016-06-29,2016-06-29,Nqrthsfdz Cqvzr lzttzr,docx
74951541226,300155,10000,29701.0,2016-07-21,2016-07-21,Ft Wqrth Cqvzr Lzttzr,docx
74956315870,300155,10000,89194.0,2016-07-19,2016-07-19,Mfssfqn RFP_ STAAR Przpxrxtfqn Mxtzrfxl_2101-7_Jkly 21 2016,pdf
108987723477,300155,10000,29922.0,2016-12-06,2016-12-06,Sxn Angzlq Cqvzr Lzttzr,docx
171598013570,300155,10000,81440.0,2017-05-15,2017-05-15,Kzllzr ISD Tzrms n Cqndftfqns,pdf
74956271222,300155,10000,1683.0,2016-07-19,2016-07-19,RFP_STAAR Przpxrxtfqn Mxtzrfxl Addzndkm 1_2101-7_Jkly 28 2016,pdf
363894942060,300155,10000,98330.0,2018-12-07,2018-12-07,Exnzs ISD Vzndqr App Pxrt,pdf
293941307732,300155,10000,49813.0,2018-05-25,2018-05-25,Dqnnx Chzcklfst,pdf
304367715864,300155,10000,81361.0,2018-07-13,2018-07-13,Dysxrt AZ Spzcfxl Ed xnd Gfftzd Tzsts Rzlxtzd Mxtzrfxls,pdf
293942605162,300155,10000,82699.0,2018-05-25,2018-05-25,Dqnnx Crfmfnxl_Bxckgrqknd_Chzck,pdf
432532145276,300155,10000,51618.0,2019-04-02,2019-04-02,Whftz Szttlzmznt Bfd Instrkctfqnxl Eqkfpmznt Mxtzrfxls Szrvfczs,pdf
74030183790,300155,10000,17036.0,2016-07-12,2016-07-12,Mfnzrxl Wzlls ISD Shfppfng Rzczfpt,pdf
94341180000,300155,10000,43803.0,2016-09-08,2016-09-08,Lfncqln Fqrm qf Prqpqsxl,pdf
419536309872,300155,10000,38972.0,2019-03-12,2019-03-12,Brqwnsvfllz Sqlz Sqkrcz Afffdxvft,pdf
451586079172,300155,10000,39769.0,2019-05-14,2019-05-14,Amxrfllq CTPA Fqrm,pdf
451585414372,300155,10000,82099.0,2019-05-14,2019-05-14,Amxrfllq CIQ,pdf
469688781664,300155,10000,24938.0,2019-06-04,2019-06-04,Bkrlzsqn CIQ,pdf
469688975680,300155,10000,17807.0,2019-06-14,2019-06-14,Bkrlzsqn W9 Octqbzr_2018,pdf
93613953105,300155,10000,45317.0,2016-08-31,2016-08-31,Mxrfqn Cqknty FL Bfd 3615AH Tzxchfng Skppfzs Prz-K-12 DC,pdf
449744031146,300155,10000,32144.0,2019-04-30,2019-04-30,Aldfnz ISD W9,pdf
379956708841,300155,10000,34255.0,2019-01-08,2019-01-08,W-9 xcmz 1-3-2019,pdf
478566240362,300155,10000,76979.0,2019-06-20,2019-06-20,Nqrthsfdz ISD Bfd 2018-128 Ckrrfcklkm Instrkctfqnxl Skpplfzs  Rznzwxl,pdf
171597765367,300155,10000,28950.0,2017-05-16,2017-05-16,Kzllzr ISD CIQ,pdf
280225745218,300155,10000,73748.0,2018-02-27,2018-02-27,Plxnq Sfgnzd Fzdzrxl Vzndqr Czrtfffcxtfqns (Edgxr),pdf
